Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,ticket_price,seating_type
90573,Maitilde,Bridgstock,Female,15,Indonesia,Barranca De Upia Airport,CO,Colombia,SAM,South America,5/19/2022,BAC,Maitilde Bridgstock,Delayed,64077,First Class
48085,Larissa,Clemenzo,Female,5,Vietnam,RAF Cottesmore,GB,United Kingdom,EU,Europe,06-01-2022,OKH,Larissa Clemenzo,Delayed,28674,Business
22657,Matilde,Mouatt,Female,16,France,Aguas Claras Airport,CO,Colombia,SAM,South America,02-08-2022,OCV,Matilde Mouatt,On Time,8983,Economy
96046,Jori,Baignard,Female,56,France,En Nahud Airport,SD,Sudan,AF,Africa,05-09-2022,NUD,Jori Baignard,On Time,4766,Economy
17788,Ring,Faughny,Male,43,Philippines,Long Island Airport,PG,Papua New Guinea,OC,Oceania,11/24/2022,LSJ,Ring Faughny,Cancelled,40514,Business
70609,Kalina,Mathen,Female,33,Central African Republic,Köthen Airport,DE,Germany,EU,Europe,1/27/2022,KOQ,Kalina Mathen,Delayed,34926,Business
35366,Marisa,Howse,Female,7,United States,Belmonte Airport,BR,Brazil,SAM,South America,8/29/2022,BVM,Marisa Howse,On Time,43143,Business
63933,Kit,Constance,Male,10,China,Nzagi Airport,AO,Angola,AF,Africa,1/19/2022,NZA,Kit Constance,On Time,75645,First Class
94018,Sargent,Renachowski,Male,56,China,La Baule-Escoublac Airport,FR,France,EU,Europe,12/15/2022,LBY,Sargent Renachowski,On Time,74557,First Class
19263,Hewitt,Oakwood,Male,71,Peru,Hope Vale Airport,AU,Australia,OC,Oceania,9/17/2022,HPE,Hewitt Oakwood,On Time,68000,First Class
62757,Fernandina,Caress,Female,78,South Africa,Rocky Mountain House Airport,CA,Canada,NAM,North America,7/25/2022,YRM,Fernandina Caress,Cancelled,29792,Business
39441,Omero,Peoples,Male,59,Sweden,Nellis Air Force Base,US,United States,NAM,North America,5/20/2022,LSV,Omero Peoples,Delayed,36417,Business
86666,Elspeth,Kinzett,Female,49,Indonesia,Pu'er Simao Airport,CN,China,AS,Asia,1/17/2022,SYM,Elspeth Kinzett,On Time,70965,First Class
27540,Virge,Tyt,Male,62,Indonesia,Ministro Victor Konder International Airport,BR,Brazil,SAM,South America,6/17/2022,NVT,Virge Tyt,On Time,23674,Business
35732,Abram,Riddlesden,Male,36,Finland,Deputatskiy Airport,RU,Russian Federation,EU,Europe,04-12-2022,DPT,Abram Riddlesden,Cancelled,24174,Business
37337,Welbie,Baldwin,Male,9,China,El Encanto Airport,CO,Colombia,SAM,South America,07-12-2022,ECO,Welbie Baldwin,On Time,3927,Economy
33149,Harper,Vlasov,Male,41,Indonesia,Seymour Johnson Air Force Base,US,United States,NAM,North America,5/16/2022,GSB,Harper Vlasov,Cancelled,37893,Business
63034,Fitz,Harkus,Male,24,Peru,Westerland Sylt Airport,DE,Germany,EU,Europe,2/28/2022,GWT,Fitz Harkus,Delayed,58877,First Class
42675,Cletus,Achromov,Male,51,Poland,Minot Air Force Base,US,United States,NAM,North America,12/23/2022,MIB,Cletus Achromov,Cancelled,3885,Economy
28911,Ethan,Antowski,Male,44,South Korea,"Pattimura Airport, Ambon",ID,Indonesia,AS,Asia,8/19/2022,AMQ,Ethan Antowski,On Time,11923,Economy
51491,Rik,Coughlan,Male,69,Sweden,Victoria Airport,CL,Chile,SAM,South America,12-12-2022,ZIC,Rik Coughlan,Cancelled,75505,First Class
50328,Kendall,Goodrich,Male,44,Brazil,Sharana Airstrip,AF,Afghanistan,AS,Asia,6/22/2022,OAS,Kendall Goodrich,Delayed,77113,First Class
93362,Stevana,Mabee,Female,53,France,Anvik Airport,US,United States,NAM,North America,7/13/2022,ANV,Stevana Mabee,Cancelled,68001,First Class
33898,Cornell,Carreck,Male,26,Argentina,San Carlos Apache Airport,US,United States,NAM,North America,12/21/2022,GLB,Cornell Carreck,Cancelled,9578,Economy
44131,Valdemar,Marcone,Male,7,Sri Lanka,Mungeranie Airport,AU,Australia,OC,Oceania,08-11-2022,MNE,Valdemar Marcone,Delayed,24763,Business
80142,Alleyn,Genn,Male,41,United States,Crane County Airport,US,United States,NAM,North America,01-07-2022,CCG,Alleyn Genn,On Time,76798,First Class
69946,Vlad,Betteson,Male,23,Albania,Makabana Airport,CG,Congo,AF,Africa,03-11-2022,KMK,Vlad Betteson,Delayed,79870,First Class
19064,Maria,Tinkham,Female,27,Czech Republic,Kuri Airport,PG,Papua New Guinea,OC,Oceania,2/20/2022,KUQ,Maria Tinkham,Delayed,58183,First Class
88466,Leshia,Sweetenham,Female,18,Afghanistan,Sibu Airport,MY,Malaysia,AS,Asia,7/21/2022,SBW,Leshia Sweetenham,On Time,18182,Business
98403,Daria,Feron,Female,75,Thailand,Corumbá International Airport,BR,Brazil,SAM,South America,3/27/2022,CMG,Daria Feron,Cancelled,22228,Business
29327,Wash,Itshak,Male,43,China,Sawan Airport,PK,Pakistan,AS,Asia,4/24/2022,RZS,Wash Itshak,Cancelled,1348,Economy
93822,Emmy,Tapsell,Female,25,Croatia,Zilfi Airport,SA,Saudi Arabia,AS,Asia,5/18/2022,ZUL,Emmy Tapsell,Delayed,13254,Economy
36644,Hillery,Roke,Male,21,Mongolia,Lebakeng Airport,LS,Lesotho,AF,Africa,09-08-2022,LEF,Hillery Roke,Delayed,52626,First Class
33276,Anna-diane,Gosnay,Female,28,Philippines,El Nouzha Airport,EG,Egypt,AF,Africa,4/28/2022,ALY,Anna-diane Gosnay,On Time,37731,Business
68803,Val,Bonas,Female,42,Poland,Masvingo International Airport,ZW,Zimbabwe,AF,Africa,06-05-2022,MVZ,Val Bonas,Delayed,11005,Economy
74581,Renata,Fishbourne,Female,82,Tunisia,Erzurum International Airport,TR,Turkey,AS,Asia,06-11-2022,ERZ,Renata Fishbourne,Delayed,54602,First Class
62836,Smitty,Wrangle,Male,70,Croatia,Naval Station Mayport (Admiral David L. Mcdonald Field),US,United States,NAM,North America,09-07-2022,NRB,Smitty Wrangle,Delayed,68483,First Class
34751,Monroe,Gudd,Male,13,South Africa,Ghat Airport,LY,Libya,AF,Africa,6/15/2022,GHT,Monroe Gudd,Cancelled,59420,First Class
22406,Jamaal,De-Ville,Male,81,Russia,Gdańsk Lech Wałęsa Airport,PL,Poland,EU,Europe,12-05-2022,GDN,Jamaal De-Ville,Delayed,30588,Business
48919,Sylvester,Lea,Male,51,China,Xiamen Gaoqi International Airport,CN,China,AS,Asia,9/19/2022,XMN,Sylvester Lea,Cancelled,18617,Business
51054,Zared,Gallego,Male,39,Germany,Magan Airport,RU,Russian Federation,EU,Europe,07-09-2022,GYG,Zared Gallego,Delayed,63645,First Class
37991,Gianna,Gowen,Female,45,China,Lawrence County Airpark,US,United States,NAM,North America,03-07-2022,HTW,Gianna Gowen,On Time,72036,First Class
21290,Janenna,Goozee,Female,80,United States,New Stuyahok Airport,US,United States,NAM,North America,4/15/2022,KNW,Janenna Goozee,Delayed,9610,Economy
78547,Ros,Finnimore,Female,51,Russia,Black Tickle Airport,CA,Canada,NAM,North America,10/21/2022,YBI,Ros Finnimore,On Time,15297,Business
21841,Joeann,Kopman,Female,18,China,Sir Seretse Khama International Airport,BW,Botswana,AF,Africa,8/15/2022,GBE,Joeann Kopman,On Time,37651,Business
21157,Curr,Barbara,Male,26,Guinea-Bissau,Grissom Air Reserve Base,US,United States,NAM,North America,3/27/2022,GUS,Curr Barbara,Cancelled,26571,Business
94500,Isabeau,Libbe,Female,74,Venezuela,Passikudah Helipad,LK,Sri Lanka,AS,Asia,05-08-2022,PQD,Isabeau Libbe,Delayed,26381,Business
48941,Roddy,Bach,Male,77,Brazil,Fréjus Airport,FR,France,EU,Europe,12-08-2022,FRJ,Roddy Bach,On Time,61123,First Class
41105,Nicolai,Sharrock,Male,78,Greece,Fallon Municipal Airport,US,United States,NAM,North America,1/23/2022,FLX,Nicolai Sharrock,Delayed,65952,First Class
39900,Brigit,Davidsohn,Female,85,China,Platinum Airport,US,United States,NAM,North America,09-10-2022,PTU,Brigit Davidsohn,Delayed,29731,Business
37008,Melesa,Argo,Female,17,Philippines,Adolfo Suárez Madrid–Barajas Airport,ES,Spain,EU,Europe,8/19/2022,MAD,Melesa Argo,Delayed,874,Economy
32562,Benny,MacAndreis,Male,65,France,Ciudad Real Central Airport,ES,Spain,EU,Europe,10/16/2022,CQM,Benny MacAndreis,On Time,49127,Business
70859,Sebastiano,Shingler,Male,83,Uganda,Greater Kankakee Airport,US,United States,NAM,North America,7/29/2022,IKK,Sebastiano Shingler,On Time,5215,Economy
44985,Itch,Zarfai,Male,1,China,Mvuu Camp Airport,MW,Malawi,AF,Africa,9/30/2022,VUU,Itch Zarfai,Delayed,71924,First Class
57955,Bertha,Faughnan,Female,73,Poland,Mettel Field,US,United States,NAM,North America,12/16/2022,CEV,Bertha Faughnan,On Time,28144,Business
93007,Alysa,Hadwen,Female,31,Mali,Cochise County Airport,US,United States,NAM,North America,10-08-2022,CWX,Alysa Hadwen,Cancelled,37075,Business
85949,Foster,Trew,Male,42,Philippines,Peppimenarti Airport,AU,Australia,OC,Oceania,10/23/2022,PEP,Foster Trew,Delayed,52237,First Class
53913,Whitney,Hewins,Female,63,South Africa,Rabil Airport,CV,Cabo Verde,AF,Africa,12/25/2022,BVC,Whitney Hewins,On Time,68394,First Class
57635,Durward,Grove,Male,23,China,Moshoeshoe I International Airport,LS,Lesotho,AF,Africa,3/24/2022,MSU,Durward Grove,On Time,5296,Economy
56298,Shayne,Tinkler,Female,41,Portugal,Twente Airport,NL,Netherlands,EU,Europe,05-07-2022,ENS,Shayne Tinkler,Delayed,10165,Economy
21851,Anthea,Blodget,Female,90,Indonesia,LTS Pulau Redang Airport,MY,Malaysia,AS,Asia,3/28/2022,RDN,Anthea Blodget,Delayed,70578,First Class
97271,Henka,Clavering,Female,1,Albania,Novo Progresso Airport,BR,Brazil,SAM,South America,7/29/2022,NPR,Henka Clavering,On Time,43225,Business
29741,Charmain,Genike,Female,39,Indonesia,Liupanshui Yuezhao Airport,CN,China,AS,Asia,10-01-2022,LPF,Charmain Genike,On Time,55377,First Class
11504,Zonnya,Grigorian,Female,70,Peru,Macau International Airport,MO,Macao,AS,Asia,5/17/2022,MFM,Zonnya Grigorian,Delayed,29705,Business
10891,Edee,Fullwood,Female,75,United States,Andapa Airport,MG,Madagascar,AF,Africa,9/23/2022,ZWA,Edee Fullwood,Delayed,52415,First Class
27514,Maegan,MacRinn,Female,77,Paraguay,Arxan Yi'ershi Airport,CN,China,AS,Asia,6/24/2022,YIE,Maegan MacRinn,Delayed,16449,Business
19369,Agathe,Wildman,Female,80,China,Tumling Tar Airport,NP,Nepal,AS,Asia,2/16/2022,TMI,Agathe Wildman,On Time,51979,First Class
98618,Flss,Keenlyside,Female,64,China,Wilbarger County Airport,US,United States,NAM,North America,6/26/2022,WIB,Flss Keenlyside,On Time,44192,Business
16390,Dietrich,Olivera,Male,72,Suriname,Rustaq Airport,OM,Oman,AS,Asia,8/13/2022,MNH,Dietrich Olivera,Cancelled,1975,Economy
95706,Renie,Cordery,Female,34,China,Golmud Airport,CN,China,AS,Asia,8/14/2022,GOQ,Renie Cordery,On Time,44058,Business
29591,Lissa,Moynihan,Female,10,Portugal,San Rafael Airport,CL,Chile,SAM,South America,02-04-2022,LOB,Lissa Moynihan,On Time,2304,Economy
96594,Meris,Colter,Female,32,China,Mesa Del Rey Airport,US,United States,NAM,North America,11/21/2022,KIC,Meris Colter,Delayed,9367,Economy
93169,Meggy,Shovell,Female,42,China,Biliau Airport,PG,Papua New Guinea,OC,Oceania,09-08-2022,BIJ,Meggy Shovell,Delayed,23195,Business
71611,Dean,Hillock,Male,34,Indonesia,Majkin Airport,MH,Marshall Islands,OC,Oceania,10/26/2022,MJE,Dean Hillock,Delayed,45184,Business
91775,Clara,Robbie,Female,24,Egypt,Juan H White Airport,CO,Colombia,SAM,South America,01-03-2022,CAQ,Clara Robbie,Delayed,13077,Economy
25762,Gwenette,Stiell,Female,59,Argentina,River Cess Airport/Heliport,LR,Liberia,AF,Africa,01-01-2022,RVC,Gwenette Stiell,Delayed,38939,Business
50932,Arline,Gabler,Female,5,France,Bonriki International Airport,KI,Kiribati,OC,Oceania,07-01-2022,TRW,Arline Gabler,Cancelled,70282,First Class
94353,Cordey,Tomczykiewicz,Female,44,United States,Syamsudin Noor Airport,ID,Indonesia,AS,Asia,9/26/2022,BDJ,Cordey Tomczykiewicz,Cancelled,48247,Business
69783,Daria,Vile,Female,3,China,Nanki Shirahama Airport,JP,Japan,AS,Asia,10/19/2022,SHM,Daria Vile,Cancelled,55118,First Class
74581,Micky,Jaqueme,Male,63,China,Sarzana-Luni Air Base,IT,Italy,EU,Europe,9/13/2022,QLP,Micky Jaqueme,Cancelled,72439,First Class
48112,Zenia,Craw,Female,57,Afghanistan,Van Ferit Melen Airport,TR,Turkey,AS,Asia,01-04-2022,VAN,Zenia Craw,Cancelled,57504,First Class
45572,Jeramey,Lowrance,Male,23,Ukraine,Rand Airport,ZA,South Africa,AF,Africa,12/28/2022,QRA,Jeramey Lowrance,Delayed,6601,Economy
15961,Evered,Cutmore,Male,86,Palestinian Territory,Tehachapi Municipal Airport,US,United States,NAM,North America,09-10-2022,TSP,Evered Cutmore,Delayed,21498,Business
49986,Cyril,McLoney,Male,12,Ivory Coast,Sehonghong Airport,LS,Lesotho,AF,Africa,08-09-2022,SHK,Cyril McLoney,On Time,49299,Business
94118,Reuben,Aronstam,Male,64,Philippines,Nantucket Memorial Airport,US,United States,NAM,North America,2/22/2022,ACK,Reuben Aronstam,Cancelled,60102,First Class
90694,Silvano,Derbyshire,Male,48,Poland,San Juan De Uraba Airport,CO,Colombia,SAM,South America,7/16/2022,SJR,Silvano Derbyshire,Cancelled,43170,Business
